discrete,segment,set,expectdiscrete,expectsegment,expectset
0.00982736,0.108591,0.0982828,0.992563,0.997059,0.992656
0.00982088,0.108585,0.0982684,0.991908,0.997005,0.992511
0.00983273,0.108576,0.0982975,0.993105,0.996929,0.992805
0.00983539,0.108571,0.0983151,0.993375,0.996875,0.992983
0.00983349,0.108613,0.0982893,0.993182,0.997261,0.992722
0.00982478,0.108598,0.0982955,0.992302,0.997123,0.992784
0.00982971,0.10858,0.0982994,0.992801,0.996965,0.992824
0.00983688,0.108602,0.098319,0.993525,0.99716,0.993022
0.00984854,0.108605,0.0983274,0.994702,0.997189,0.993106
0.00984888,0.108619,0.0983221,0.994737,0.997322,0.993053
0.00984922,0.108607,0.0983573,0.994771,0.997206,0.993409
0.00984955,0.108589,0.0983296,0.994805,0.997049,0.993129
0.00984765,0.108604,0.0983423,0.994613,0.997181,0.993257
0.00984576,0.108634,0.0983639,0.994422,0.997455,0.993475
0.00983497,0.108626,0.0983809,0.993332,0.997381,0.993647
0.00982867,0.10862,0.0983734,0.992696,0.997327,0.993571
0.00981575,0.108612,0.0983615,0.99139,0.997254,0.993451
0.00982279,0.108606,0.0983474,0.992102,0.997201,0.993309
0.00983422,0.108574,0.0983245,0.993256,0.996905,0.993078
0.00982577,0.10857,0.0983503,0.992403,0.996873,0.993338
0.00983275,0.108565,0.0983473,0.993108,0.996821,0.993308
0.00984408,0.108557,0.0983685,0.994252,0.996749,0.993521
0.00985318,0.108617,0.0984202,0.995171,0.9973,0.994044
0.00984476,0.108618,0.0984454,0.994321,0.997308,0.994299
0.00982985,0.108623,0.0984118,0.992815,0.997356,0.993959
0.00984326,0.108632,0.09845,0.99417,0.997443,0.994345
0.0098371,0.108605,0.0984144,0.993547,0.997192,0.993985
0.00983312,0.108612,0.0984243,0.993145,0.997259,0.994085
0.00982484,0.108639,0.0984342,0.992309,0.997505,0.994185
0.00982737,0.108642,0.098472,0.992565,0.997532,0.994567
0.0098299,0.10866,0.0984667,0.99282,0.997697,0.994514
0.00982597,0.108637,0.0985129,0.992423,0.997487,0.99498
0.00983277,0.108649,0.0985118,0.993109,0.997592,0.994969
0.00981817,0.108652,0.0984829,0.991635,0.997619,0.994678
0.00982069,0.108684,0.098467,0.991889,0.997919,0.994517
0.00981681,0.108689,0.0985,0.991498,0.997964,0.99485
0.0098172,0.108698,0.0984905,0.991537,0.998048,0.994754
0.00981547,0.10872,0.0985022,0.991363,0.998249,0.994872
0.00980952,0.108691,0.0985117,0.990761,0.997982,0.994968
0.00979937,0.108707,0.0985211,0.989737,0.998124,0.995063
0.00979979,0.108732,0.0985179,0.989779,0.998362,0.995031
0.00979391,0.10875,0.0984853,0.989185,0.998521,0.994702
0.00980273,0.108765,0.0984885,0.990076,0.998661,0.994734
0.0098136,0.108795,0.0985063,0.991174,0.998934,0.994914
0.00981399,0.108812,0.0985428,0.991213,0.999091,0.995283
0.00982271,0.108823,0.0985667,0.992094,0.999191,0.995524
0.00982932,0.108798,0.0985614,0.992761,0.998965,0.99547
0.00982967,0.108765,0.0985664,0.992797,0.998664,0.995521
0.00983209,0.108739,0.098588,0.993042,0.998421,0.995739
0.00982418,0.108723,0.0985909,0.992242,0.998274,0.995768
0.00983073,0.108724,0.0985959,0.992903,0.99828,0.995819
0.00981873,0.108718,0.0985782,0.991692,0.998228,0.99564
0.00982731,0.108731,0.0985421,0.992559,0.998347,0.995275
0.00982152,0.108682,0.0985533,0.991974,0.9979,0.995388
0.00983415,0.108701,0.0985583,0.99325,0.998075,0.995439
0.00983449,0.108702,0.0985327,0.993284,0.998081,0.99518
0.00984501,0.108719,0.0985459,0.994346,0.998236,0.995313
0.0098433,0.108691,0.0985102,0.994173,0.99798,0.994953
0.0098355,0.108683,0.0985335,0.993386,0.997911,0.995188
0.00982166,0.108696,0.0985385,0.991988,0.998029,0.995239
0.00982202,0.108669,0.0985293,0.992024,0.997775,0.995146
0.00982037,0.108649,0.0985141,0.991857,0.997596,0.994993
0.00982475,0.108634,0.098491,0.9923,0.997454,0.994759
0.00982711,0.108658,0.0985161,0.992538,0.997682,0.995013
0.00982946,0.108663,0.0985211,0.992776,0.997725,0.995063
0.0098358,0.108662,0.098528,0.993416,0.997713,0.995133
0.00982615,0.108631,0.098537,0.992441,0.997426,0.995223
0.00981654,0.108627,0.098506,0.99147,0.997396,0.994911
0.00981889,0.108648,0.0985468,0.991708,0.997586,0.995322
0.00981925,0.108672,0.0985853,0.991744,0.997811,0.995712
0.00981565,0.108671,0.0986079,0.99138,0.997798,0.99594
0.00981404,0.108634,0.0986245,0.991218,0.99746,0.996108
0.00980849,0.108672,0.0986746,0.990657,0.99781,0.996613
0.00980492,0.108677,0.0986752,0.990297,0.997852,0.99662
0.0098171,0.108678,0.09867,0.991527,0.997858,0.996567
0.00981745,0.108668,0.0986902,0.991563,0.997774,0.996771
0.0098276,0.108671,0.0986967,0.992587,0.997798,0.996837
0.00981426,0.108639,0.0986758,0.99124,0.997499,0.996626
0.00982242,0.108635,0.0986842,0.992064,0.99747,0.996711
0.00982666,0.108628,0.0986829,0.992492,0.997405,0.996697
0.00983088,0.108637,0.0986777,0.992919,0.997483,0.996645
0.00982152,0.108581,0.098657,0.991973,0.996973,0.996436
0.00983153,0.108588,0.0986847,0.992985,0.997034,0.996716
0.00982413,0.108573,0.0986545,0.992238,0.996899,0.99641
0.0098264,0.108576,0.0986609,0.992466,0.996925,0.996475
0.00981904,0.108575,0.0986596,0.991723,0.996914,0.996462
0.00982707,0.108583,0.0986756,0.992534,0.996992,0.996624
0.00983506,0.108605,0.0987108,0.993341,0.997193,0.996979
0.0098392,0.108608,0.0987419,0.993759,0.997218,0.997293
0.00983378,0.108595,0.0987424,0.993212,0.997102,0.997298
0.0098341,0.108617,0.0987581,0.993244,0.997301,0.997457
0.00982871,0.108637,0.0987339,0.9927,0.997483,0.997212
0.00982145,0.108637,0.0987211,0.991966,0.997489,0.997083
0.00981989,0.108629,0.0987008,0.991809,0.997408,0.996878
0.00981267,0.108629,0.0986976,0.99108,0.997415,0.996845
0.00980925,0.108666,0.0987132,0.990734,0.99775,0.997004
0.00981526,0.108653,0.0987119,0.991341,0.997635,0.99699
0.00980809,0.108665,0.0986918,0.990617,0.997745,0.996787
0.00980094,0.108647,0.098698,0.989895,0.997578,0.996849
0.00980131,0.108685,0.0987566,0.989933,0.997928,0.997441
0.00981851,0.108675,0.0987626,0.991669,0.99783,0.997503
0.00982071,0.108703,0.0987649,0.991892,0.998093,0.997526
0.00981732,0.108696,0.0987542,0.99155,0.99803,0.997418
0.0098158,0.108719,0.0987733,0.991396,0.99824,0.99761
0.00982542,0.108746,0.0988108,0.992367,0.998483,0.997989
0.00982019,0.108717,0.0988,0.991839,0.998215,0.99788
0.00981867,0.10871,0.0988133,0.991686,0.998152,0.998015
0.00982454,0.108682,0.0988174,0.992279,0.997903,0.998055
0.00983407,0.108692,0.0988066,0.993241,0.997993,0.997947
0.00984541,0.108722,0.0988107,0.994386,0.998268,0.997988
0.00984386,0.108721,0.0988367,0.994229,0.998256,0.998251
0.00984231,0.108751,0.0988608,0.994073,0.99853,0.998494
0.00985174,0.108733,0.0988647,0.995026,0.998366,0.998534
0.00985566,0.108781,0.0988887,0.995422,0.998806,0.998776
0.00985774,0.108783,0.0989108,0.995632,0.998826,0.998999
0.00986164,0.108789,0.0989146,0.996026,0.99888,0.999037
0.00986552,0.108795,0.0989093,0.996417,0.998934,0.998984
0.00986395,0.108804,0.0989112,0.996259,0.99902,0.999004
0.00985696,0.108808,0.098915,0.995553,0.999057,0.999042
0.00985361,0.108814,0.0989134,0.995215,0.99911,0.999025
0.00984847,0.108812,0.0989153,0.994696,0.999096,0.999045
0.00984515,0.10878,0.0989011,0.99436,0.998802,0.998901
0.00984542,0.108736,0.0989031,0.994388,0.998394,0.998921
0.00983674,0.108753,0.0988764,0.993511,0.998546,0.998651
0.00982988,0.108764,0.0988784,0.992818,0.998649,0.998672
0.0098409,0.108757,0.0988661,0.99393,0.998587,0.998548
0.00984118,0.108738,0.0988235,0.993959,0.998411,0.998118
0.00984502,0.108747,0.0988399,0.994347,0.998497,0.998283
0.00984174,0.108728,0.0988224,0.994016,0.998322,0.998106
0.00983316,0.108725,0.0988085,0.993149,0.998293,0.997966
0.00982638,0.108736,0.0988089,0.992464,0.998395,0.99797
0.00982845,0.108707,0.098788,0.992673,0.998124,0.997759
0.00982699,0.108707,0.0987831,0.992526,0.998129,0.997709
0.00982201,0.108695,0.09878,0.992023,0.99802,0.997678
0.00982057,0.108706,0.0987575,0.991877,0.998122,0.997451
0.0098279,0.108709,0.0987404,0.992618,0.998143,0.997278
0.0098247,0.108718,0.0987426,0.992294,0.998228,0.9973
0.00982675,0.108718,0.0987675,0.992502,0.998232,0.997552
0.00982531,0.108724,0.0987609,0.992356,0.998285,0.997485
0.00983781,0.108721,0.098791,0.993619,0.998257,0.997789
0.00983287,0.108711,0.0987565,0.99312,0.998166,0.997441
0.00982969,0.108686,0.0987535,0.992799,0.997932,0.99741
0.00983865,0.108681,0.0987626,0.993704,0.997889,0.997502
0.00984066,0.108671,0.0987889,0.993907,0.997799,0.997768
0.00984266,0.108653,0.0987634,0.994109,0.997629,0.99751
0.00984466,0.108665,0.0987914,0.99431,0.997746,0.997793
0.00985181,0.108656,0.0987694,0.995033,0.997656,0.997571
0.00984519,0.108641,0.0987629,0.994364,0.99752,0.997505
0.00984031,0.108638,0.098801,0.993871,0.997494,0.997891
0.00983202,0.108621,0.098798,0.993034,0.997342,0.997859
0.00982889,0.108631,0.0988239,0.992718,0.997427,0.998122
0.0098343,0.108645,0.0988208,0.993265,0.997558,0.998091
0.0098414,0.10864,0.0988143,0.993981,0.997516,0.998025
0.00983317,0.108638,0.0987993,0.99315,0.997491,0.997873
0.00983515,0.108633,0.098798,0.99335,0.99745,0.99786
0.00983034,0.108603,0.0987949,0.992865,0.997175,0.997829
0.00982725,0.108599,0.0987902,0.992552,0.997135,0.997781
0.00982078,0.108591,0.098799,0.991899,0.997063,0.99787
0.00981265,0.108587,0.098801,0.991078,0.997023,0.99789
0.00981128,0.108584,0.0988064,0.99094,0.996999,0.997945
0.0098116,0.10857,0.098795,0.990972,0.996866,0.997829
0.00982198,0.108555,0.098802,0.99202,0.996734,0.997901
0.00981893,0.108558,0.0987839,0.991712,0.996757,0.997718
0.00981589,0.108537,0.0987759,0.991405,0.996564,0.997637
0.00981119,0.108532,0.098793,0.99093,0.996525,0.997809
0.00980817,0.108512,0.0987917,0.990625,0.996333,0.997796
0.0098035,0.108479,0.0987704,0.990153,0.996035,0.997581
0.00979884,0.108475,0.0987525,0.989683,0.995997,0.9974
0.00980747,0.108461,0.0987397,0.990554,0.995868,0.997271
0.00980116,0.10847,0.098697,0.989917,0.995952,0.99684
0.00979818,0.108451,0.0987273,0.989617,0.995778,0.997146
0.00980017,0.108477,0.0987277,0.989817,0.996014,0.99715
0.0098005,0.108481,0.0987529,0.98985,0.996052,0.997404
0.00980247,0.10847,0.0987418,0.990049,0.995954,0.997292
0.0098028,0.108463,0.0987143,0.990082,0.995887,0.997015
0.00980312,0.108482,0.0987377,0.990115,0.99606,0.997251
0.00980344,0.108486,0.0987594,0.990147,0.996098,0.99747
0.0098054,0.108482,0.0987615,0.990345,0.996061,0.997491
0.00979756,0.108489,0.0987782,0.989553,0.996129,0.997659
0.00980114,0.108493,0.0987443,0.989915,0.996166,0.997318
0.00979334,0.108467,0.0987187,0.989127,0.99592,0.997059
0.00979854,0.108469,0.098724,0.989653,0.995943,0.997113
0.00979725,0.108478,0.0987261,0.989522,0.996025,0.997134
0.00980081,0.108479,0.0987411,0.989882,0.996033,0.997285
0.00979467,0.108459,0.0987254,0.989262,0.995848,0.997126
0.00979984,0.10844,0.0987033,0.989784,0.995678,0.996903
0.00979855,0.108464,0.0986957,0.989654,0.995893,0.996826
0.00979405,0.108474,0.0986978,0.9892,0.99599,0.996847
0.00979599,0.108473,0.0986934,0.989395,0.995983,0.996804
0.00979311,0.108436,0.0986699,0.989104,0.995637,0.996566
0.00980464,0.108454,0.0987008,0.990269,0.995807,0.996878
0.00980176,0.108462,0.0986949,0.989978,0.995874,0.996819
0.0097941,0.10845,0.0986826,0.989204,0.995765,0.996695
0.00979284,0.108454,0.0987007,0.989077,0.995802,0.996877
0.00979158,0.10845,0.0987059,0.988949,0.995766,0.99693
0.0097935,0.108455,0.0987365,0.989143,0.995818,0.997239
0.00978114,0.108423,0.0987052,0.987896,0.99552,0.996923
0.00977041,0.108427,0.0986994,0.986812,0.995558,0.996864
0.00977078,0.108406,0.0986793,0.986849,0.995363,0.996661
0.00976641,0.108419,0.0986704,0.986407,0.995487,0.996571
0.00976992,0.108409,0.0986882,0.986762,0.995395,0.996751
0.00976871,0.108402,0.0986777,0.98664,0.995331,0.996645
0.00976594,0.108389,0.0986798,0.98636,0.99521,0.996666
0.00977101,0.108368,0.098674,0.986872,0.995017,0.996607
0.00977606,0.108399,0.0986776,0.987382,0.995299,0.996644
0.00977329,0.10837,0.0986828,0.987102,0.995035,0.996697
0.00976428,0.108351,0.0986506,0.986192,0.994858,0.996371
0.00975997,0.108333,0.0986184,0.985757,0.994696,0.996046
0.00975568,0.10835,0.0986097,0.985324,0.994848,0.995958
0.00975451,0.108352,0.0986134,0.985205,0.994872,0.995995
0.00975954,0.108349,0.098631,0.985713,0.994838,0.996173
0.00977075,0.108345,0.0986208,0.986845,0.994805,0.99607
0.00977883,0.108363,0.0986322,0.987662,0.99497,0.996185
0.00977763,0.108358,0.0986204,0.98754,0.994923,0.996066
0.00977335,0.108345,0.0986056,0.987108,0.994804,0.995916
0.00977062,0.10832,0.0986031,0.986832,0.994573,0.995891
0.00978326,0.108319,0.0985822,0.988109,0.994569,0.99568
0.00977592,0.108304,0.0985598,0.987368,0.994424,0.995454
0.00977014,0.108295,0.0985559,0.986784,0.994349,0.995415
0.00976743,0.108281,0.0985535,0.986511,0.994218,0.995391
0.00976779,0.108302,0.0985466,0.986547,0.994411,0.995321
0.00976967,0.108323,0.0985564,0.986736,0.994603,0.99542
0.00976241,0.108291,0.0985327,0.986003,0.994305,0.995181
0.00976733,0.108322,0.0985563,0.9865,0.994593,0.995418
0.00976768,0.108294,0.098566,0.986536,0.994338,0.995517
0.00977712,0.108291,0.0985849,0.98749,0.994306,0.995707
0.00977595,0.108296,0.0985794,0.987371,0.994358,0.995652
0.00977931,0.108302,0.0985786,0.98771,0.994409,0.995644
0.00978417,0.108308,0.0985551,0.988201,0.99446,0.995406
0.00978298,0.108316,0.0985377,0.988081,0.994539,0.995231
0.00978331,0.108341,0.0985429,0.988114,0.994769,0.995283
0.00978364,0.10833,0.0985376,0.988147,0.994668,0.995229
0.00978846,0.108324,0.0985427,0.988634,0.994609,0.995282
0.00978728,0.108334,0.0985449,0.988515,0.9947,0.995304
0.00979059,0.108317,0.0985426,0.988849,0.994545,0.99528
0.00979388,0.108304,0.0985239,0.989182,0.994431,0.995091
0.00979866,0.10831,0.098535,0.989665,0.994481,0.995204
0.00979747,0.108293,0.0985134,0.989545,0.994327,0.994986
0.00979629,0.108315,0.0985201,0.989425,0.994528,0.995053
0.00980549,0.108319,0.0985178,0.990355,0.994564,0.99503
0.00980874,0.108315,0.0985408,0.990683,0.994533,0.995262
0.00981051,0.108322,0.0985518,0.990861,0.994596,0.995373
0.00981226,0.108346,0.0985451,0.991039,0.994809,0.995305
0.00981401,0.108324,0.0985561,0.991215,0.994615,0.995416
0.00982018,0.108319,0.098542,0.991838,0.99457,0.995274
0.00982191,0.108344,0.0985794,0.992013,0.994795,0.995652
0.00982364,0.108339,0.0985889,0.992188,0.99475,0.995748
0.0098239,0.108353,0.0985909,0.992214,0.99488,0.995768
0.0098227,0.108329,0.0985945,0.992092,0.99466,0.995804
0.0098288,0.108323,0.0986141,0.992709,0.994602,0.996002
0.00982759,0.10833,0.0986029,0.992587,0.994665,0.99589
0.00982347,0.108353,0.0986006,0.992171,0.994874,0.995866
0.00982664,0.108349,0.0985968,0.992491,0.994843,0.995828
0.00983125,0.108357,0.0985989,0.992957,0.994918,0.995848
0.00982859,0.108331,0.0986183,0.992688,0.994674,0.996045
0.00983464,0.108342,0.0986073,0.993299,0.994776,0.995933
0.00983633,0.10837,0.0986151,0.993469,0.995037,0.996012
0.0098409,0.108383,0.0986041,0.993931,0.995151,0.995901
0.00984113,0.108375,0.098622,0.993954,0.99508,0.996082
0.00984136,0.108395,0.0986311,0.993977,0.99526,0.996175
0.00984302,0.108394,0.0986173,0.994145,0.995255,0.996035
0.00983894,0.108382,0.0986207,0.993733,0.995144,0.996069
0.0098363,0.108376,0.0986055,0.993466,0.995087,0.995915
0.00983367,0.108371,0.0986204,0.993201,0.995042,0.996066
0.00984106,0.108378,0.098608,0.993947,0.995103,0.995941
0.00984843,0.108356,0.0985943,0.994692,0.994901,0.995803
0.00984865,0.108349,0.0986163,0.994713,0.994844,0.996024
0.00985314,0.108332,0.0986282,0.995167,0.994683,0.996145
0.00984908,0.10834,0.0986444,0.994757,0.994757,0.996308
0.00985071,0.108349,0.0986421,0.994922,0.994844,0.996285
0.00984951,0.108349,0.0986298,0.9948,0.994839,0.996161
0.00984689,0.108344,0.0986388,0.994535,0.994796,0.996252
0.00984144,0.108351,0.0986408,0.993986,0.994856,0.996272
0.00983884,0.108339,0.0986144,0.993723,0.994748,0.996006
0.00983484,0.108345,0.0986206,0.993319,0.994808,0.996068
0.0098393,0.108344,0.098631,0.993769,0.994791,0.996173
0.00984234,0.108354,0.0986273,0.994076,0.99489,0.996136
0.00984958,0.108365,0.0986138,0.994808,0.994988,0.995999
0.00985119,0.108372,0.0986227,0.994971,0.995048,0.99609
0.0098556,0.108375,0.0986443,0.995416,0.995082,0.996307
0.00985441,0.108382,0.0986434,0.995295,0.995141,0.996298
0.00984763,0.108377,0.0986411,0.99461,0.995098,0.996275
0.00985342,0.108386,0.0986667,0.995195,0.995183,0.996533
0.00985502,0.108382,0.0986964,0.995357,0.995139,0.996834
0.00984965,0.108395,0.0986829,0.994815,0.995262,0.996697
0.00985542,0.108414,0.0986945,0.995397,0.995436,0.996814
0.00986394,0.108458,0.0987074,0.996258,0.995838,0.996944
0.00986274,0.108438,0.0986815,0.996137,0.995654,0.996683
0.00985879,0.108449,0.098693,0.995737,0.995763,0.996799
0.00985484,0.108447,0.0986906,0.995338,0.995744,0.996775
0.0098578,0.108425,0.0986662,0.995637,0.995536,0.996529
0.00985248,0.108424,0.098675,0.995101,0.995531,0.996617
0.00985406,0.108433,0.0986754,0.99526,0.995614,0.996622
0.00985014,0.108422,0.0986703,0.994864,0.995507,0.996571
0.00984211,0.108413,0.0986626,0.994054,0.995426,0.996492
0.00984233,0.108408,0.0986671,0.994075,0.995383,0.996538
0.00984391,0.108388,0.0986717,0.994235,0.995203,0.996584
0.0098414,0.108374,0.0986585,0.993981,0.995072,0.996451
0.0098498,0.108383,0.0986576,0.994829,0.995155,0.996442
0.00984592,0.108376,0.0986649,0.994437,0.995088,0.996515
0.00984749,0.108356,0.0986667,0.994596,0.994908,0.996533
0.00984905,0.108346,0.0986563,0.994754,0.994816,0.996428
0.00984926,0.108328,0.0986635,0.994775,0.99465,0.996502
0.0098481,0.108325,0.0986531,0.994659,0.994621,0.996397
0.00984019,0.108333,0.098655,0.993859,0.994692,0.996415
0.00984041,0.108339,0.0986514,0.993881,0.99475,0.996379
0.00984332,0.108326,0.0986545,0.994175,0.994634,0.996411
0.00984758,0.108331,0.0986631,0.994605,0.994679,0.996497
0.00984644,0.10832,0.0986716,0.99449,0.994577,0.996583
0.00984933,0.108325,0.0986788,0.994782,0.994622,0.996656
0.00985222,0.108326,0.0986698,0.995074,0.99463,0.996565
0.00985376,0.10834,0.0986796,0.995229,0.994762,0.996664
0.00985261,0.108359,0.0986787,0.995114,0.99493,0.996655
0.00985014,0.108353,0.0986778,0.994864,0.994876,0.996646
0.00985568,0.108376,0.0986969,0.995423,0.995092,0.996839
0.0098612,0.108385,0.0986907,0.995981,0.995173,0.996776
0.00986006,0.108399,0.0986991,0.995866,0.995303,0.996861
0.00986689,0.108383,0.0986982,0.996556,0.995152,0.996851
0.00987238,0.108405,0.0987052,0.99711,0.995354,0.996922
0.0098699,0.108392,0.0986963,0.996859,0.99524,0.996833
0.00987272,0.108391,0.0986888,0.997144,0.995223,0.996756
0.00986759,0.108376,0.098668,0.996627,0.995085,0.996547
0.00986513,0.108355,0.0986883,0.996378,0.994898,0.996751
0.00986794,0.108369,0.0986742,0.996662,0.995027,0.996609
0.00986417,0.108371,0.098668,0.996281,0.995047,0.996547
0.00987092,0.108372,0.0986698,0.996963,0.995054,0.996565
0.00986584,0.108364,0.0986873,0.996449,0.994977,0.996741
0.00986339,0.108369,0.0987008,0.996202,0.995021,0.996878
0.00986619,0.108385,0.0987064,0.996485,0.995173,0.996935
0.0098716,0.108404,0.0987343,0.997031,0.995349,0.997217
0.00987438,0.108397,0.0987334,0.997312,0.995284,0.997207
0.00987063,0.108401,0.0987259,0.996933,0.995315,0.997131
0.0098708,0.108413,0.0987523,0.996951,0.99543,0.997398
0.00987227,0.10843,0.0987578,0.997099,0.995581,0.997454
0.00986723,0.108469,0.0987633,0.99659,0.995946,0.99751
0.00986481,0.108464,0.0987598,0.996346,0.995892,0.997474
0.00986368,0.108466,0.0987562,0.996232,0.995911,0.997437
0.00986516,0.108461,0.0987604,0.996381,0.995869,0.99748
0.00986663,0.108454,0.0987439,0.996529,0.995805,0.997313
0.00986938,0.108465,0.0987532,0.996808,0.995906,0.997408
0.00987084,0.108468,0.09876,0.996955,0.995936,0.997476
0.0098723,0.108456,0.0987629,0.997102,0.995824,0.997505
0.00987503,0.108471,0.0987941,0.997378,0.99596,0.99782
0.00987519,0.108479,0.0988252,0.997395,0.996037,0.998135
0.00988049,0.108479,0.0988344,0.997929,0.996032,0.998228
0.00988321,0.108456,0.0988205,0.998204,0.995826,0.998087
0.00988208,0.108443,0.0988246,0.99809,0.995703,0.998128
0.00987839,0.108432,0.0988248,0.997717,0.995604,0.998131
0.00987599,0.10843,0.0988238,0.997475,0.995587,0.99812
0.00987742,0.108406,0.0988342,0.99762,0.99536,0.998225
0.00988268,0.108406,0.0988395,0.99815,0.995367,0.998279
0.00988155,0.108402,0.0988372,0.998037,0.995327,0.998255
0.00988043,0.108417,0.0988463,0.997924,0.995462,0.998347
0.00988312,0.108416,0.098849,0.998195,0.995457,0.998375
0.00988581,0.108416,0.0988543,0.998466,0.995452,0.998428
0.00988722,0.10842,0.0988544,0.998609,0.995494,0.99843
0.00988736,0.108407,0.0988534,0.998623,0.995373,0.998419
0.00989381,0.108422,0.098846,0.999275,0.995507,0.998344
0.00989899,0.108431,0.09885,0.999798,0.995595,0.998385
0.00990038,0.108404,0.0988375,0.999938,0.995347,0.998259
0.00989547,0.108402,0.0988352,0.999443,0.995331,0.998236
0.00989309,0.108378,0.0988392,0.999202,0.995107,0.998276
0.00988821,0.108373,0.0988269,0.998709,0.995057,0.998151
0.00988835,0.10839,0.0988384,0.998723,0.995214,0.998267
0.00988974,0.108387,0.0988411,0.998864,0.995186,0.998295
0.00988613,0.108362,0.0988425,0.998499,0.994964,0.998309
0.00989126,0.108374,0.0988327,0.999017,0.995074,0.998211
0.00989763,0.108403,0.0988479,0.999661,0.995333,0.998364
0.00989776,0.108391,0.0988381,0.999674,0.995226,0.998265
0.0098954,0.108407,0.0988333,0.999435,0.99537,0.998217
0.00990174,0.108417,0.0988348,1.00008,0.995468,0.998231
0.00989938,0.108414,0.09884,0.999837,0.99544,0.998284
0.00989331,0.108432,0.098829,0.999224,0.995606,0.998173
0.00988725,0.108424,0.0987995,0.998613,0.995533,0.997875
0.00987998,0.108439,0.098801,0.997878,0.995664,0.99789
0.00988012,0.108451,0.0987901,0.997893,0.995773,0.99778
0.00987287,0.108449,0.0987756,0.99716,0.995756,0.997634
0.00987919,0.108454,0.0987808,0.997798,0.995808,0.997686
0.00988795,0.108497,0.0987934,0.998683,0.996198,0.997813
0.00988686,0.108486,0.0987973,0.998572,0.996102,0.997853
0.00988331,0.10848,0.0987939,0.998215,0.99604,0.997818
0.00988346,0.108486,0.0987843,0.998229,0.996103,0.997722
0.00987748,0.108459,0.0987748,0.997625,0.99585,0.997625
0.00987152,0.108458,0.0987592,0.997023,0.995845,0.997468
0.00987045,0.108453,0.0987729,0.996916,0.995795,0.997606
0.00986939,0.108469,0.0987793,0.996809,0.995946,0.997671
0.00987077,0.108476,0.0987942,0.996948,0.996008,0.997821
0.00986849,0.108495,0.0988127,0.996718,0.996182,0.998008
0.00987837,0.108504,0.0988336,0.997716,0.996265,0.998219
0.0098858,0.108495,0.0988447,0.998466,0.996182,0.998331
0.00988473,0.108482,0.0988497,0.998358,0.996065,0.998382
0.00988124,0.108483,0.0988378,0.998005,0.996071,0.998262
0.00988622,0.108492,0.0988392,0.998508,0.996154,0.998276
0.00988394,0.108494,0.0988442,0.998278,0.996171,0.998327
0.0098877,0.108511,0.0988468,0.998657,0.996332,0.998353
0.00988542,0.108528,0.0988578,0.998428,0.996481,0.998464
0.00988436,0.108526,0.0988556,0.99832,0.996464,0.998442
0.0098893,0.108537,0.098863,0.99882,0.996568,0.998516
0.00988463,0.108527,0.098856,0.998348,0.996474,0.998445
0.00987998,0.108537,0.0988489,0.997878,0.996568,0.998374
0.00988132,0.10855,0.0988395,0.998013,0.996683,0.998279
0.00988864,0.108559,0.0988457,0.998752,0.996765,0.998342
0.00988758,0.108554,0.0988555,0.998645,0.996725,0.99844
0.00988532,0.108542,0.0988497,0.998418,0.99661,0.998382
0.00988546,0.108534,0.0988451,0.998431,0.996538,0.998335
0.00988441,0.10854,0.0988488,0.998325,0.996598,0.998373
0.00988098,0.108535,0.0988514,0.997979,0.996548,0.998399
0.00988112,0.108549,0.0988622,0.997993,0.996673,0.998509
0.00988363,0.108547,0.0988529,0.998247,0.996657,0.998414
0.00988377,0.108546,0.0988472,0.998261,0.996651,0.998356
0.00988036,0.108542,0.0988474,0.997916,0.996612,0.998358
0.00987813,0.10854,0.098844,0.997691,0.996595,0.998324
0.00987474,0.10855,0.0988501,0.997348,0.996687,0.998386
0.00987252,0.108548,0.0988385,0.997125,0.99667,0.998268
0.00987856,0.108544,0.0988398,0.997735,0.996632,0.998282
0.00988459,0.108554,0.0988412,0.998344,0.996723,0.998296
0.00988943,0.108562,0.0988414,0.998832,0.996793,0.998298
0.00989425,0.10858,0.0988369,0.999319,0.996959,0.998252
0.00989672,0.108587,0.0988582,0.999569,0.997028,0.998467
0.00989918,0.108603,0.0988759,0.999817,0.997172,0.998646
0.00990281,0.108621,0.0988749,1.00018,0.997338,0.998636
0.00990643,0.108614,0.0988575,1.00055,0.997278,0.998461
0.00989953,0.108611,0.0988705,0.999853,0.99725,0.998592
0.00989732,0.108623,0.0988555,0.999629,0.997361,0.99844
0.00989395,0.108603,0.098844,0.999289,0.997172,0.998325
0.00989523,0.108619,0.0988547,0.999419,0.997315,0.998432
0.00988955,0.108625,0.0988711,0.998844,0.997373,0.998598
0.0098862,0.108636,0.0988631,0.998506,0.997473,0.998518
0.00988401,0.108634,0.0988575,0.998285,0.997455,0.998461
0.00988762,0.108643,0.0988519,0.998649,0.997544,0.998404
0.0098889,0.108621,0.0988543,0.998779,0.997336,0.998429
0.00988788,0.108614,0.0988545,0.998676,0.997276,0.998431
0.0098857,0.108603,0.0988535,0.998456,0.997174,0.998421
0.00988583,0.108606,0.0988502,0.998469,0.9972,0.998387
0.00988596,0.108606,0.098855,0.998482,0.997204,0.998436
0.00988494,0.108594,0.0988517,0.998379,0.997092,0.998403
0.00988508,0.108604,0.0988576,0.998393,0.99718,0.998462
0.00988406,0.108608,0.0988658,0.99829,0.997216,0.998545
